equipment_type,part_category,lead_time,lead_time_variability,supplier_count,supplier_reliability,supplier_dependency,stock_level,safety_stock,reorder_point,demand_rate,demand_variability,failure_rate,MTBF,MTTR,equipment_criticality,part_criticality,transport_delay,customs_delay,historical_stockouts,historical_downtime,riesgo_stockout,downtime_esperado_horas
Scooptram (LHD),Transmisión y Tren de Potencia,87.6,25.2,2,0.972,0.617,4,1,7,3.02,1.18,0.0612,392.3,18.3,2,2,13.2,12.1,4,113.8,1,69.0
Shovel / Pala,Desagüe y Bombeo de Relaves,197.0,31.2,1,0.65,1.0,4,1,13,2.59,0.73,0.0692,347.0,18.7,3,3,9.8,2.0,0,0.0,1,106.8
Perforadora Long Hole,Ventilación y Flujo de Aire,51.1,9.3,2,0.675,0.798,1,1,1,0.37,0.11,0.0196,1221.8,29.2,2,3,1.1,18.6,0,0.0,0,3.8
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,86.6,24.0,1,0.945,1.0,2,1,4,1.35,0.33,0.0696,344.7,16.0,3,3,2.2,12.2,2,66.3,1,66.6
Bomba de Desagüe Multietapa,Perforación y Rotación,165.8,26.5,1,0.65,1.0,4,1,7,1.44,0.62,0.0222,1079.6,22.7,3,2,8.0,0.4,1,61.6,1,71.2
Scooptram (LHD),Hidráulica de Alta Presión,96.6,14.7,1,0.797,1.0,7,0,7,3.05,1.08,0.005,1800.0,9.2,2,3,4.6,5.8,2,111.9,0,5.4
Perforadora Long Hole,Ventilación y Flujo de Aire,192.3,53.1,1,0.677,1.0,2,2,4,0.4,0.08,0.0266,901.3,21.3,2,3,5.5,16.2,2,103.8,0,1.4
Shovel / Pala,Electrónica y Control ECM,64.8,20.7,1,0.686,1.0,1,1,3,1.14,0.52,0.0128,1800.0,17.7,3,3,0.1,5.2,6,379.3,0,0.9
Jumbo de Perforación,Hidráulica de Alta Presión,74.5,8.9,1,0.839,1.0,5,2,6,2.5,0.41,0.034,706.6,16.8,2,3,0.8,1.3,0,0.0,0,6.3
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,91.3,19.3,1,0.726,1.0,1,1,3,1.15,0.25,0.0579,414.8,22.1,3,3,0.5,8.9,0,0.0,1,63.7
Scooptram (LHD),Desagüe y Bombeo de Relaves,127.3,32.1,1,0.65,1.0,1,0,1,0.2,0.06,0.0123,1800.0,15.9,2,3,6.1,2.1,1,32.8,0,17.4
Scooptram (LHD),Transmisión y Tren de Potencia,101.8,27.4,3,0.932,0.755,6,1,9,3.23,1.59,0.0138,1733.0,24.5,2,2,10.8,1.4,1,41.5,0,2.2
Scooptram (LHD),Ventilación y Flujo de Aire,92.7,32.3,1,0.679,1.0,8,0,5,2.46,0.73,0.0242,993.4,25.7,2,3,0.0,1.9,1,57.3,0,3.0
Scooptram (LHD),Electrónica y Control ECM,180.8,48.9,1,0.696,1.0,7,2,8,1.45,0.43,0.0346,692.8,17.3,2,3,5.1,6.1,1,55.0,0,1.9
Jumbo de Perforación,Ventilación y Flujo de Aire,186.8,47.6,1,0.942,1.0,12,1,8,1.71,0.8,0.0401,598.3,26.4,2,3,8.1,1.1,1,29.0,1,74.0
Jumbo de Perforación,Transmisión y Tren de Potencia,95.1,33.1,2,0.76,0.603,2,2,2,0.2,0.08,0.0149,1608.7,13.8,2,2,5.4,9.2,2,95.3,0,2.0
Ventilador Axial Principal,Transmisión y Tren de Potencia,60.5,7.0,2,0.93,0.602,1,3,4,0.7,0.35,0.0488,491.9,13.1,3,2,0.4,0.4,1,24.2,0,0.2
Ventilador Axial Principal,Transmisión y Tren de Potencia,51.7,6.1,1,0.803,1.0,4,0,4,3.4,1.19,0.0416,577.3,18.7,3,2,2.3,8.5,1,32.6,0,0.0
Jumbo de Perforación,Desagüe y Bombeo de Relaves,119.6,28.7,1,0.65,1.0,3,3,5,0.61,0.17,0.0475,505.4,9.7,2,3,1.9,1.0,1,46.2,0,0.1
Scooptram (LHD),Transmisión y Tren de Potencia,138.4,26.2,2,0.919,0.632,7,1,6,1.64,0.71,0.0758,316.5,14.8,2,2,13.5,3.4,2,85.3,0,3.5
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,112.5,14.0,3,0.974,0.645,1,2,3,0.22,0.06,0.0214,1119.1,22.7,3,3,10.9,33.0,4,211.7,0,6.8
Jumbo de Perforación,Perforación y Rotación,107.3,19.0,3,0.845,0.761,7,0,4,1.52,0.73,0.0337,712.6,20.3,2,2,9.1,4.2,0,0.0,0,9.2
Jumbo de Perforación,Desagüe y Bombeo de Relaves,83.0,22.3,1,0.65,1.0,7,3,15,6.37,3.12,0.0255,942.7,21.3,2,3,1.9,2.6,1,25.9,0,5.4
Perforadora Long Hole,Hidráulica de Alta Presión,138.3,44.3,2,0.724,0.892,2,1,2,0.27,0.1,0.0121,1800.0,18.2,2,3,0.1,1.9,2,103.7,0,4.0
Shovel / Pala,Perforación y Rotación,197.9,24.5,1,0.895,1.0,4,1,9,1.64,0.36,0.0582,412.5,9.7,3,2,4.4,3.9,2,139.8,1,92.2
Perforadora Long Hole,Ventilación y Flujo de Aire,50.6,11.9,2,0.921,0.708,0,1,1,0.2,0.05,0.014,1710.4,23.7,2,3,3.6,2.8,3,222.8,0,2.1
Ventilador Axial Principal,Hidráulica de Alta Presión,107.1,18.6,1,0.74,1.0,5,2,5,1.27,0.23,0.0253,948.7,23.3,3,3,0.3,1.4,2,77.9,0,7.2
Scooptram (LHD),Hidráulica de Alta Presión,78.3,20.9,2,0.807,0.566,4,1,6,2.56,0.5,0.0663,361.7,22.7,2,3,0.9,0.5,2,145.1,0,0.6
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,65.3,15.5,2,0.946,0.691,7,3,4,0.42,0.17,0.0177,1353.9,14.5,3,3,5.3,7.8,0,0.0,0,6.8
Scooptram (LHD),Desagüe y Bombeo de Relaves,74.1,24.6,2,0.65,0.799,2,0,2,1.1,0.33,0.0055,1800.0,27.3,2,3,1.6,2.9,0,0.0,0,1.6
Jumbo de Perforación,Hidráulica de Alta Presión,125.6,13.7,2,0.931,0.885,7,0,6,2.17,0.85,0.0183,1312.5,19.4,2,3,0.1,1.3,1,17.4,0,1.5
Scooptram (LHD),Hidráulica de Alta Presión,126.8,27.6,1,0.821,1.0,2,1,3,0.76,0.14,0.0575,417.2,20.4,2,3,2.9,14.5,2,54.4,0,0.2
Perforadora Long Hole,Transmisión y Tren de Potencia,183.4,27.2,2,0.848,0.848,4,3,11,1.86,0.61,0.0416,576.7,25.9,2,2,16.6,1.3,2,94.1,1,76.0
Scooptram (LHD),Electrónica y Control ECM,110.3,25.8,2,0.855,0.606,2,1,4,1.18,0.54,0.0106,1800.0,20.1,2,3,3.8,6.0,1,34.7,0,0.6
Compresor Estacionario,Hidráulica de Alta Presión,59.4,18.6,1,0.726,1.0,3,1,5,2.57,0.8,0.0334,719.4,18.9,1,3,4.5,3.6,0,0.0,0,3.5
Perforadora Long Hole,Hidráulica de Alta Presión,101.2,33.2,1,0.744,1.0,3,2,7,2.1,0.66,0.09,266.7,22.8,2,3,10.1,14.1,2,58.5,1,66.7
Ventilador Axial Principal,Ventilación y Flujo de Aire,67.7,13.5,2,0.805,0.654,2,0,7,4.5,1.81,0.0536,447.8,26.0,3,3,1.8,3.3,1,72.5,1,35.1
Shovel / Pala,Desagüe y Bombeo de Relaves,72.1,21.8,2,0.912,0.887,1,0,2,1.16,0.53,0.0072,1800.0,21.1,3,3,0.8,2.7,1,54.1,1,51.9
Bomba de Desagüe Multietapa,Electrónica y Control ECM,134.8,22.9,2,0.925,0.749,9,1,12,3.58,1.47,0.0261,917.8,10.4,3,3,1.1,2.0,4,286.7,0,9.1
Perforadora Long Hole,Transmisión y Tren de Potencia,117.7,12.0,2,0.91,0.781,3,1,4,1.18,0.2,0.0139,1724.2,11.3,2,2,17.1,0.6,0,0.0,0,0.9
Jumbo de Perforación,Transmisión y Tren de Potencia,135.1,42.4,3,0.957,0.617,5,2,6,1.26,0.44,0.0194,1235.3,20.2,2,2,1.4,5.7,0,0.0,0,0.6
Shovel / Pala,Transmisión y Tren de Potencia,97.1,12.6,3,0.933,0.715,8,2,7,2.29,0.78,0.0274,875.4,11.2,3,2,1.9,10.4,2,34.7,0,10.1
Ventilador Axial Principal,Perforación y Rotación,145.1,15.1,1,0.796,1.0,0,2,3,0.21,0.06,0.0228,1052.7,13.8,3,2,3.0,2.8,2,36.7,0,0.1
Faja Transportadora,Desagüe y Bombeo de Relaves,95.2,17.9,1,0.895,1.0,2,0,3,1.19,0.2,0.0819,293.2,19.9,3,3,6.2,1.2,0,0.0,1,57.5
Ventilador Axial Principal,Hidráulica de Alta Presión,162.6,31.7,1,0.85,1.0,10,1,6,1.21,0.32,0.0172,1393.1,4.0,3,3,0.0,2.2,0,0.0,1,84.3
Ventilador Axial Principal,Transmisión y Tren de Potencia,124.1,14.8,1,0.891,1.0,2,0,3,1.03,0.31,0.066,363.6,15.5,3,2,6.4,1.4,1,38.7,1,70.4
Shovel / Pala,Electrónica y Control ECM,102.3,31.1,1,0.677,1.0,3,1,3,0.69,0.28,0.0307,782.1,14.1,3,3,0.2,8.2,4,249.5,0,5.9
Perforadora Long Hole,Electrónica y Control ECM,118.5,23.9,2,0.9,0.827,0,2,3,0.52,0.18,0.0613,391.7,19.1,2,3,1.2,5.6,1,24.0,0,1.3
Ventilador Axial Principal,Transmisión y Tren de Potencia,109.3,24.3,2,0.864,0.57,6,2,6,1.51,0.69,0.0309,777.8,21.2,3,2,3.8,11.1,0,0.0,0,2.7
Scooptram (LHD),Desagüe y Bombeo de Relaves,192.3,32.0,3,0.909,0.652,10,1,16,3.32,0.99,0.0202,1187.1,21.8,2,3,0.5,0.6,0,0.0,1,64.8
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,119.9,27.3,1,0.738,1.0,3,1,5,1.52,0.36,0.0791,303.5,16.7,3,3,3.4,12.9,1,72.6,1,69.2
Faja Transportadora,Electrónica y Control ECM,109.9,32.1,2,0.975,0.647,2,1,5,1.47,0.4,0.0639,375.7,19.8,3,3,7.1,6.5,1,73.8,1,80.6
Shovel / Pala,Desagüe y Bombeo de Relaves,101.2,33.0,2,0.929,0.609,3,2,10,3.25,1.46,0.0194,1238.1,11.0,3,3,1.7,11.7,4,67.2,0,5.0
Perforadora Long Hole,Desagüe y Bombeo de Relaves,147.8,50.6,1,0.881,1.0,2,1,2,0.36,0.07,0.0295,812.6,17.2,2,3,2.4,4.4,2,133.3,0,2.4
Scooptram (LHD),Desagüe y Bombeo de Relaves,140.9,29.1,2,0.914,0.572,1,2,3,0.22,0.08,0.0187,1280.9,13.9,2,3,3.9,1.6,1,23.5,0,0.3
Ventilador Axial Principal,Perforación y Rotación,99.9,34.7,2,0.946,0.596,13,2,8,2.42,1.17,0.0323,744.0,16.4,3,2,2.1,4.3,1,29.9,0,4.4
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,73.4,12.8,1,0.65,1.0,6,1,4,1.7,0.27,0.0703,341.5,19.0,3,3,5.9,4.5,2,140.7,0,18.6
Perforadora Long Hole,Hidráulica de Alta Presión,80.2,8.2,3,0.884,0.918,5,1,7,3.35,1.15,0.0432,555.8,15.5,2,3,7.3,1.5,3,189.6,0,1.5
Scooptram (LHD),Perforación y Rotación,103.1,30.1,2,0.951,0.89,1,2,5,1.36,0.51,0.0328,730.9,20.3,2,2,3.6,0.4,1,17.1,0,12.4
Perforadora Long Hole,Desagüe y Bombeo de Relaves,176.4,25.5,2,0.895,0.778,6,1,12,2.65,0.57,0.0315,762.3,15.9,2,3,1.6,3.8,1,59.3,1,47.8
Ventilador Axial Principal,Perforación y Rotación,100.8,11.4,1,0.65,1.0,7,1,10,3.71,1.23,0.0399,601.9,23.6,3,2,0.6,5.2,1,60.6,1,54.2
Scooptram (LHD),Hidráulica de Alta Presión,89.3,29.6,1,0.756,1.0,6,0,5,2.34,0.4,0.0219,1094.2,19.7,2,3,2.8,9.9,4,157.3,0,5.8
Jumbo de Perforación,Electrónica y Control ECM,59.4,17.7,2,0.978,0.87,0,1,1,0.24,0.05,0.0114,1800.0,13.9,2,3,5.1,7.9,1,26.6,0,1.1
Jumbo de Perforación,Hidráulica de Alta Presión,186.8,23.5,2,0.865,0.563,2,1,2,0.2,0.07,0.014,1712.7,25.7,2,3,1.6,11.5,1,71.7,0,1.3
Ventilador Axial Principal,Electrónica y Control ECM,134.2,39.5,2,0.851,0.657,4,0,4,1.34,0.52,0.0167,1438.0,25.4,3,3,16.6,2.9,2,80.5,0,1.4
Scooptram (LHD),Hidráulica de Alta Presión,145.3,45.2,2,0.96,0.602,6,2,13,3.22,1.47,0.0245,977.6,15.2,2,3,6.5,26.7,0,0.0,1,76.0
Scooptram (LHD),Hidráulica de Alta Presión,154.0,50.3,2,0.886,0.626,4,2,5,0.83,0.29,0.0394,608.6,20.0,2,3,0.8,5.7,0,0.0,0,5.1
Perforadora Long Hole,Hidráulica de Alta Presión,103.8,24.5,1,0.692,1.0,4,2,4,0.76,0.28,0.0416,576.2,17.0,2,3,0.5,2.2,3,86.3,0,5.5
Scooptram (LHD),Electrónica y Control ECM,113.3,31.3,2,0.712,0.646,4,1,10,3.4,1.03,0.0603,397.7,17.4,2,3,4.9,3.1,1,66.3,1,63.4
Scooptram (LHD),Transmisión y Tren de Potencia,185.2,53.8,2,0.733,0.639,4,1,11,2.3,0.78,0.0748,320.7,23.6,2,2,5.2,12.5,2,124.4,1,83.1
Ventilador Axial Principal,Hidráulica de Alta Presión,117.1,31.9,1,0.819,1.0,5,1,10,3.16,1.14,0.0196,1222.1,26.3,3,3,0.1,2.8,1,31.0,1,40.8
Ventilador Axial Principal,Transmisión y Tren de Potencia,135.1,35.4,3,0.949,0.633,8,0,10,3.21,0.96,0.0152,1574.8,28.4,3,2,0.0,4.7,3,202.6,1,68.9
Shovel / Pala,Hidráulica de Alta Presión,149.2,35.3,2,0.879,0.633,6,3,14,3.03,0.76,0.0705,340.4,14.0,3,3,8.4,1.3,1,74.7,1,92.8
Jumbo de Perforación,Perforación y Rotación,137.8,30.3,1,0.823,1.0,4,1,9,2.52,1.16,0.0501,479.3,13.2,2,2,2.4,4.1,1,66.0,1,55.4
Shovel / Pala,Transmisión y Tren de Potencia,105.2,36.7,3,0.91,0.82,5,1,12,4.39,1.38,0.0759,316.2,22.8,3,2,8.7,3.4,0,0.0,1,54.0
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,108.7,20.0,3,0.932,0.804,5,1,5,1.7,0.57,0.0432,555.3,16.8,3,2,3.9,7.0,2,117.1,1,75.5
Scooptram (LHD),Desagüe y Bombeo de Relaves,144.4,17.6,2,0.884,0.638,3,1,2,0.43,0.11,0.0212,1131.6,26.7,2,3,0.5,10.0,2,128.3,0,2.2
Scooptram (LHD),Electrónica y Control ECM,144.3,42.0,1,0.65,1.0,5,2,8,1.84,0.33,0.0888,270.2,15.3,2,3,2.8,1.2,1,36.8,1,46.8
Jumbo de Perforación,Ventilación y Flujo de Aire,165.6,25.4,3,0.925,0.827,2,0,16,4.08,2.02,0.0573,419.1,23.8,2,3,2.9,0.3,1,17.6,1,72.0
Jumbo de Perforación,Electrónica y Control ECM,133.4,31.1,1,0.862,1.0,4,1,4,1.11,0.17,0.0069,1800.0,23.8,2,3,2.8,5.0,1,65.2,0,3.0
Shovel / Pala,Perforación y Rotación,135.5,16.8,2,0.878,0.705,4,2,13,3.63,1.73,0.09,266.7,19.4,3,2,5.7,1.5,1,43.6,1,58.6
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,94.1,24.0,1,0.65,1.0,4,0,7,3.36,0.86,0.0605,396.9,17.6,3,3,7.7,4.7,2,82.5,1,58.9
Jumbo de Perforación,Perforación y Rotación,89.8,30.2,1,0.855,1.0,3,0,5,2.28,0.9,0.0146,1641.8,16.7,2,2,1.3,10.2,6,156.6,0,0.2
Scooptram (LHD),Desagüe y Bombeo de Relaves,144.6,40.6,3,0.965,0.82,5,0,5,1.49,0.68,0.0489,490.6,11.9,2,3,10.8,9.2,2,125.6,1,64.6
Scooptram (LHD),Electrónica y Control ECM,90.0,13.8,2,0.887,0.765,1,0,3,1.46,0.46,0.0367,654.7,27.8,2,3,2.5,2.8,0,0.0,1,42.0
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,109.2,37.4,2,0.784,0.663,3,2,7,1.93,0.63,0.0413,580.4,12.6,3,3,20.1,6.1,1,51.0,1,87.1
Jumbo de Perforación,Electrónica y Control ECM,178.2,31.5,1,0.928,1.0,8,0,7,1.69,0.84,0.054,444.6,20.9,2,3,1.3,15.0,1,42.2,0,3.0
Ventilador Axial Principal,Hidráulica de Alta Presión,168.6,35.3,3,0.958,0.685,6,0,10,2.67,1.23,0.0516,465.2,26.8,3,3,2.3,1.4,0,0.0,1,89.1
Scooptram (LHD),Hidráulica de Alta Presión,122.3,27.4,1,0.777,1.0,5,3,13,3.39,1.59,0.021,1144.9,15.2,2,3,3.0,7.8,3,157.1,1,50.1
Bomba de Desagüe Multietapa,Perforación y Rotación,99.2,34.5,1,0.865,1.0,4,1,4,1.32,0.59,0.0297,808.7,14.5,3,2,0.6,1.6,0,0.0,0,3.8
Perforadora Long Hole,Electrónica y Control ECM,105.4,12.3,2,0.96,0.727,8,0,8,3.39,1.61,0.0788,304.7,15.9,2,3,8.4,5.8,0,0.0,1,44.0
Jumbo de Perforación,Transmisión y Tren de Potencia,149.0,40.9,1,0.763,1.0,8,0,11,3.12,1.13,0.0066,1800.0,20.5,2,2,0.1,3.8,2,53.6,1,57.2
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,108.6,20.7,1,0.91,1.0,2,0,2,0.87,0.15,0.0444,540.8,17.9,3,3,2.3,1.4,2,110.0,0,4.3
Faja Transportadora,Electrónica y Control ECM,90.5,10.8,3,0.942,0.588,6,0,5,2.55,0.94,0.0771,311.3,22.5,3,3,3.0,0.1,1,61.8,1,52.7
Jumbo de Perforación,Hidráulica de Alta Presión,168.3,56.2,2,0.924,0.612,5,2,7,1.34,0.5,0.0168,1425.8,18.9,2,3,1.8,4.7,1,61.1,0,0.9
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,117.2,29.0,3,0.723,0.792,4,0,11,3.88,1.62,0.0395,607.3,15.5,3,3,8.1,0.3,1,47.3,1,69.3
Scooptram (LHD),Ventilación y Flujo de Aire,89.9,25.9,2,0.712,0.716,0,0,2,1.17,0.27,0.0209,1149.7,20.4,2,3,1.6,9.0,0,0.0,1,39.6
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,130.1,20.8,1,0.902,1.0,3,2,6,1.21,0.23,0.0637,376.7,18.2,3,3,2.5,2.4,1,16.1,0,0.5
Scooptram (LHD),Perforación y Rotación,154.5,44.9,1,0.898,1.0,1,2,11,2.6,0.57,0.0343,699.0,9.5,2,2,7.1,0.5,1,18.2,1,61.0
Faja Transportadora,Hidráulica de Alta Presión,77.3,23.7,3,0.945,0.575,4,1,4,1.54,0.57,0.0624,384.4,4.8,3,3,4.0,1.1,0,0.0,0,0.9
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,102.5,21.3,1,0.733,1.0,1,0,2,0.8,0.19,0.0514,467.2,16.6,3,2,0.9,1.5,2,141.3,1,41.5
Shovel / Pala,Hidráulica de Alta Presión,100.9,24.5,2,0.709,0.742,6,1,7,2.66,1.17,0.0281,855.3,16.6,3,3,8.5,3.5,0,0.0,0,4.8
Bomba de Desagüe Multietapa,Electrónica y Control ECM,128.9,44.2,1,0.836,1.0,2,0,4,1.26,0.34,0.0172,1395.8,25.5,3,3,0.1,4.3,3,78.1,1,71.1
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,137.2,42.8,2,0.754,0.896,5,2,6,1.24,0.38,0.017,1411.9,14.7,3,2,0.3,7.9,6,357.0,0,3.1
Jumbo de Perforación,Transmisión y Tren de Potencia,90.7,19.2,1,0.802,1.0,2,1,6,2.17,0.4,0.0143,1679.1,10.9,2,2,12.6,1.8,3,123.7,0,7.0
Perforadora Long Hole,Desagüe y Bombeo de Relaves,65.2,17.4,1,0.74,1.0,2,1,6,3.23,1.0,0.0103,1800.0,24.5,2,3,0.1,3.6,1,57.7,0,9.3
Faja Transportadora,Hidráulica de Alta Presión,157.8,46.7,2,0.97,0.668,2,0,13,3.4,1.06,0.0473,507.4,19.1,3,3,2.3,0.8,1,17.1,1,73.1
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,74.3,7.9,1,0.698,1.0,6,2,5,1.94,0.3,0.0486,493.8,16.1,3,3,4.2,3.5,3,132.4,0,0.2
Compresor Estacionario,Electrónica y Control ECM,121.0,29.9,2,0.787,0.881,1,0,4,1.45,0.58,0.0371,646.3,17.2,1,3,4.9,22.6,1,54.8,1,32.7
Bomba de Desagüe Multietapa,Perforación y Rotación,105.0,36.4,2,0.939,0.766,6,1,12,4.56,0.76,0.0278,862.9,18.8,3,2,8.0,0.3,1,52.1,0,0.2
Ventilador Axial Principal,Electrónica y Control ECM,116.4,39.2,2,0.843,0.914,6,1,6,1.82,0.53,0.039,616.1,11.2,3,3,0.5,0.3,2,105.7,0,1.4
Ventilador Axial Principal,Hidráulica de Alta Presión,196.1,60.4,1,0.788,1.0,10,1,12,2.32,0.7,0.0761,315.4,23.1,3,3,10.4,1.4,3,154.0,0,1.3
Scooptram (LHD),Hidráulica de Alta Presión,270.0,34.2,2,0.875,0.554,3,0,14,2.29,0.64,0.036,667.0,20.8,2,3,0.4,6.9,2,69.8,1,91.2
Scooptram (LHD),Perforación y Rotación,62.1,21.6,3,0.868,0.732,7,0,3,2.35,0.68,0.0233,1028.9,21.7,2,2,6.9,14.3,3,167.1,0,6.5
Scooptram (LHD),Desagüe y Bombeo de Relaves,155.2,39.2,2,0.945,0.904,5,2,8,1.55,0.71,0.0427,562.4,16.0,2,3,11.5,6.5,2,61.0,0,15.1
Ventilador Axial Principal,Transmisión y Tren de Potencia,104.1,16.2,2,0.969,0.616,7,1,5,1.55,0.67,0.0298,805.2,22.3,3,2,2.6,1.3,1,21.7,0,2.8
Jumbo de Perforación,Electrónica y Control ECM,158.7,42.6,3,0.939,0.896,8,1,11,2.63,1.08,0.0746,321.7,13.2,2,3,4.9,0.5,0,0.0,1,52.3
Jumbo de Perforación,Transmisión y Tren de Potencia,153.8,48.3,2,0.943,0.649,1,0,1,0.2,0.07,0.0085,1800.0,17.1,2,2,0.1,40.9,2,104.7,0,8.8
Faja Transportadora,Perforación y Rotación,180.2,23.1,1,0.665,1.0,7,1,6,1.12,0.55,0.01,1800.0,25.8,3,2,6.5,5.0,4,142.5,0,3.3
Jumbo de Perforación,Perforación y Rotación,121.5,40.0,3,0.958,0.776,6,2,9,2.32,0.7,0.0215,1115.3,24.3,2,2,1.1,0.9,1,58.0,0,0.5
Ventilador Axial Principal,Perforación y Rotación,80.6,26.6,1,0.707,1.0,4,1,4,1.53,0.32,0.0238,1006.7,16.3,3,2,5.1,3.1,2,65.3,0,6.3
Scooptram (LHD),Desagüe y Bombeo de Relaves,152.2,15.7,3,0.701,0.887,6,0,5,1.53,0.67,0.0339,708.3,24.7,2,3,3.7,0.3,2,55.4,1,53.0
Scooptram (LHD),Perforación y Rotación,114.6,37.3,1,0.82,1.0,7,1,4,1.26,0.4,0.0249,962.7,20.6,2,2,3.4,6.1,0,0.0,0,3.8
Shovel / Pala,Hidráulica de Alta Presión,101.4,34.1,1,0.863,1.0,6,1,6,2.24,0.93,0.0154,1555.4,9.7,3,3,8.8,3.4,0,0.0,0,2.6
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,93.1,10.2,3,0.823,0.77,7,1,6,2.31,0.48,0.0172,1394.8,19.8,3,3,7.5,0.4,3,64.2,0,2.3
Shovel / Pala,Ventilación y Flujo de Aire,156.4,27.1,1,0.664,1.0,6,0,5,1.44,0.72,0.0205,1169.6,19.4,3,3,2.1,1.4,3,150.9,0,6.7
Scooptram (LHD),Perforación y Rotación,192.8,37.3,1,0.65,1.0,4,2,5,0.71,0.26,0.0618,388.3,23.4,2,2,3.1,1.7,1,55.6,1,65.9
Bomba de Desagüe Multietapa,Electrónica y Control ECM,72.4,13.6,2,0.798,0.832,0,0,2,1.05,0.26,0.045,533.1,18.0,3,3,11.2,4.9,1,60.7,1,68.6
Jumbo de Perforación,Hidráulica de Alta Presión,136.8,39.6,2,0.885,0.593,1,0,1,0.24,0.11,0.0115,1800.0,17.1,2,3,16.8,20.2,1,26.4,0,1.3
Scooptram (LHD),Electrónica y Control ECM,96.6,18.3,1,0.816,1.0,3,0,2,1.11,0.33,0.0089,1800.0,4.0,2,3,3.9,17.2,1,35.2,0,1.1
Scooptram (LHD),Ventilación y Flujo de Aire,65.8,22.3,1,0.889,1.0,3,2,4,1.23,0.26,0.052,461.6,17.0,2,3,5.3,6.3,3,46.4,0,1.7
Scooptram (LHD),Hidráulica de Alta Presión,115.8,40.4,2,0.927,0.821,3,2,3,0.34,0.12,0.0146,1644.3,24.3,2,3,6.6,1.6,0,0.0,0,1.8
Jumbo de Perforación,Transmisión y Tren de Potencia,82.2,14.7,1,0.65,1.0,5,0,5,2.57,1.26,0.079,303.7,22.6,2,2,0.4,1.2,2,147.9,1,30.6
Scooptram (LHD),Electrónica y Control ECM,63.3,14.4,2,0.841,0.895,2,1,4,2.36,0.92,0.0213,1125.2,18.2,2,3,10.1,26.1,2,59.2,0,3.6
Faja Transportadora,Transmisión y Tren de Potencia,83.7,20.0,1,0.744,1.0,6,1,8,3.64,1.48,0.0281,852.6,17.5,3,2,0.8,5.5,1,74.4,0,1.9
Jumbo de Perforación,Transmisión y Tren de Potencia,76.8,18.8,1,0.65,1.0,3,1,5,2.45,1.18,0.0296,810.9,14.6,2,2,1.4,4.0,1,66.1,0,0.2
Scooptram (LHD),Hidráulica de Alta Presión,87.7,17.0,2,0.946,0.886,2,0,4,2.08,0.34,0.0056,1800.0,24.9,2,3,7.6,0.9,1,62.2,0,2.5
Scooptram (LHD),Perforación y Rotación,69.2,9.8,3,0.927,0.571,5,1,5,2.34,1.11,0.0242,991.1,19.4,2,2,18.5,1.4,0,0.0,0,5.2
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,95.8,10.9,2,0.945,0.821,5,0,9,4.05,1.85,0.0498,482.3,15.2,3,3,19.8,1.6,2,74.9,1,78.9
Scooptram (LHD),Hidráulica de Alta Presión,85.7,10.8,1,0.737,1.0,7,2,10,3.89,0.72,0.0846,283.5,20.5,2,3,10.4,1.2,1,65.8,1,42.4
Perforadora Long Hole,Desagüe y Bombeo de Relaves,125.5,40.8,2,0.962,0.617,4,0,9,3.11,1.52,0.0118,1800.0,19.3,2,3,1.2,1.5,2,132.7,1,40.8
Faja Transportadora,Ventilación y Flujo de Aire,135.4,23.0,3,0.855,0.846,2,1,14,3.96,0.6,0.0746,321.6,22.8,3,3,2.6,1.8,0,0.0,1,60.4
Scooptram (LHD),Hidráulica de Alta Presión,120.5,14.4,2,0.842,0.578,4,1,4,1.12,0.41,0.005,1800.0,20.9,2,3,2.2,3.9,1,53.0,0,11.4
Ventilador Axial Principal,Transmisión y Tren de Potencia,101.3,25.9,2,0.765,0.597,4,0,3,1.14,0.22,0.0092,1800.0,22.3,3,2,6.0,0.4,1,17.0,0,7.2
Scooptram (LHD),Electrónica y Control ECM,100.3,11.9,3,0.942,0.753,4,1,7,2.6,0.8,0.0462,518.9,19.5,2,3,2.1,4.3,1,61.3,0,2.9
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,82.1,9.6,2,0.906,0.664,3,2,11,4.6,1.05,0.0673,356.4,23.8,3,2,2.6,1.0,3,111.1,1,56.7
